verh;f_p;begin_slice;end_slice; p_n;   p_n+k;    m(S);    e(S);  #(S<F);    f(S);f(S)-3m(S);   stable;    u(S); fne(S);   sum(A)
1.3896098554;7.00172757748;5002;6731;48623;67567;48623;1731;158491;340445;194576;         ;67567;291822;10029271718
1.3898155194;7.00172757748;5002;6732;48623;67577;48623;1732;158549;340445;194576;         ;67577;291822;10026451584
1.3898566522;7.00172757748;5002;6733;48623;67579;48623;1733;158612;340445;194576;         ;67579;291822;10023388335
1.3900623162;7.00172757748;5002;6734;48623;67589;48623;1734;158657;340445;194576;         ;67589;291822;10021200300
1.3903091130;7.00172757748;5002;6735;48623;67601;48623;1735;158709;340445;194576;         ;67601;291822;10018671904
1.3904325114;7.00172757748;5002;6736;48623;67607;48623;1736;158770;340445;194576;         ;67607;291822;10015705901
1.3906793081;7.00172757748;5002;6737;48623;67619;48623;1737;158823;340445;194576;         ;67619;291822;10013128882
1.3909261049;7.00172757748;5002;6738;48623;67631;48623;1738;158875;340445;194576;         ;67631;291822;10010600486
1.3913374329;7.00172757748;5002;6739;48623;67651;48623;1739;159018;340445;194576;         ;67651;291822;10003647397
1.3919132921;7.00172757748;5002;6740;48623;67679;48623;1740;159159;340445;194576;         ;67679;291822;9996791554
1.3923246200;7.00172757748;5002;6741;48623;67699;48623;1741;159280;340445;194576;         ;67699;291822;9990908171
1.3925302840;7.00172757748;5002;6742;48623;67709;48623;1742;159361;340445;194576;         ;67709;291822;9986969708
1.3928182136;7.00172757748;5002;6743;48623;67723;48623;1743;159501;340445;194576;         ;67723;291822;9980162488
1.3930238776;7.00172757748;5002;6744;48623;67733;48623;1744;159572;340445;194576;         ;67733;291822;9976710255
1.3931884088;7.00172757748;5002;6745;48623;67741;48623;1745;159688;340445;194576;         ;67741;291822;9971069987
1.3933940728;7.00172757748;5002;6746;48623;67751;48623;1746;159751;340445;194576;         ;67751;291822;9968006738
1.3935174712;7.00172757748;5002;6747;48623;67757;48623;1747;159819;340445;194576;         ;67757;291822;9964700374
1.3935586040;7.00172757748;5002;6748;48623;67759;48623;1748;159874;340445;194576;         ;67759;291822;9962026109
1.3936408695;7.00172757748;5002;6749;48623;67763;48623;1749;159910;340445;194576;         ;67763;291822;9960275681
1.3939287991;7.00172757748;5002;6750;48623;67777;48623;1750;159981;340445;194576;         ;67777;291822;9956823448
1.3940521975;7.00172757748;5002;6751;48623;67783;48623;1751;160029;340445;194576;         ;67783;291822;9954489544
1.3941755959;7.00172757748;5002;6752;48623;67789;48623;1752;160066;340445;194576;         ;67789;291822;9952690493
1.3944223927;7.00172757748;5002;6753;48623;67801;48623;1753;160126;340445;194576;         ;67801;291822;9949773113
1.3945457911;7.00172757748;5002;6754;48623;67807;48623;1754;160164;340445;194576;         ;67807;291822;9947925439
1.3947925879;7.00172757748;5002;6755;48623;67819;48623;1755;160222;340445;194576;         ;67819;291822;9945105305
1.3949982519;7.00172757748;5002;6756;48623;67829;48623;1756;160344;340445;194576;         ;67829;291822;9939173299
1.3952861814;7.00172757748;5002;6757;48623;67843;48623;1757;160422;340445;194576;         ;67843;291822;9935380705
1.3954918454;7.00172757748;5002;6758;48623;67853;48623;1758;160499;340445;194576;         ;67853;291822;9931636734
1.3957797750;7.00172757748;5002;6759;48623;67867;48623;1759;160569;340445;194576;         ;67867;291822;9928233124
1.3961088374;7.00172757748;5002;6760;48623;67883;48623;1760;160678;340445;194576;         ;67883;291822;9922933217
1.3962733686;7.00172757748;5002;6761;48623;67891;48623;1761;160737;340445;194576;         ;67891;291822;9920064460
1.3964790326;7.00172757748;5002;6762;48623;67901;48623;1762;160833;340445;194576;         ;67901;291822;9915396652
1.3970137589;7.00172757748;5002;6763;48623;67927;48623;1763;160950;340445;194576;         ;67927;291822;9909707761
1.3970960245;7.00172757748;5002;6764;48623;67931;48623;1764;161035;340445;194576;         ;67931;291822;9905574806
1.3971371573;7.00172757748;5002;6765;48623;67933;48623;1765;161104;340445;194576;         ;67933;291822;9902219819
1.3972605557;7.00172757748;5002;6766;48623;67939;48623;1766;161148;340445;194576;         ;67939;291822;9900080407
1.3973428213;7.00172757748;5002;6767;48623;67943;48623;1767;161192;340445;194576;         ;67943;291822;9897940995
1.3976307509;7.00172757748;5002;6768;48623;67957;48623;1768;161261;340445;194576;         ;67957;291822;9894586008
1.3977130165;7.00172757748;5002;6769;48623;67961;48623;1769;161310;340445;194576;         ;67961;291822;9892203481
1.3978364149;7.00172757748;5002;6770;48623;67967;48623;1770;161363;340445;194576;         ;67967;291822;9889626462
1.3980832116;7.00172757748;5002;6771;48623;67979;48623;1771;161419;340445;194576;         ;67979;291822;9886903574
1.3982477428;7.00172757748;5002;6772;48623;67987;48623;1772;161491;340445;194576;         ;67987;291822;9883402718
1.3983711412;7.00172757748;5002;6773;48623;67993;48623;1773;161540;340445;194576;         ;67993;291822;9881020191
1.3989881332;7.00172757748;5002;6774;48623;68023;48623;1774;161655;340445;194576;         ;68023;291822;9875428546
1.3993583284;7.00172757748;5002;6775;48623;68041;48623;1775;161747;340445;194576;         ;68041;291822;9870955230
1.3996051251;7.00172757748;5002;6776;48623;68053;48623;1776;161830;340445;194576;         ;68053;291822;9866919521
1.3997285235;7.00172757748;5002;6777;48623;68059;48623;1777;161878;340445;194576;         ;68059;291822;9864585617
1.3999753203;7.00172757748;5002;6778;48623;68071;48623;1778;161931;340445;194576;         ;68071;291822;9862008598
1.4003043827;7.00172757748;5002;6779;48623;68087;48623;1779;162113;340445;194576;         ;68087;291822;9853159212
1.4005511795;7.00172757748;5002;6780;48623;68099;48623;1780;162183;340445;194576;         ;68099;291822;9849755602
1.4007979763;7.00139851511;5002;6781;48623;68111;48623;1781;162209;340429;194560;         ;68111;291822;9847713436
1.4008391091;6.00172757748;5002;6782;48623;68113;48623;1782;113669;291822;145953;         ;68113;291822;9844455695
1.4014149682;6.00172757748;5002;6783;48623;68141;48623;1783;113724;291822;145953;         ;68141;291822;9841781430
1.4015383666;6.00172757748;5002;6784;48623;68147;48623;1784;113786;291822;145953;         ;68147;291822;9838766804
1.4018262962;6.00172757748;5002;6785;48623;68161;48623;1785;113849;291822;145953;         ;68161;291822;9835703555
1.4020319602;6.00172757748;5002;6786;48623;68171;48623;1786;113900;291822;145953;         ;68171;291822;9833223782
1.4027723505;6.00172757748;5002;6787;48623;68207;48623;1787;113980;291822;145953;         ;68207;291822;9829333942
1.4028134833;6.00172757748;5002;6788;48623;68209;48623;1788;114051;291822;145953;         ;68209;291822;9825881709
1.4028957489;6.00172757748;5002;6789;48623;68213;48623;1789;114105;291822;145953;         ;68213;291822;9823256067
1.4030191473;6.00172757748;5002;6790;48623;68219;48623;1790;114139;291822;145953;         ;68219;291822;9821602885
1.4031836785;6.00172757748;5002;6791;48623;68227;48623;1791;114193;291822;145953;         ;68227;291822;9818977243
1.4034304753;6.00172757748;5002;6792;48623;68239;48623;1792;114239;291822;145953;         ;68239;291822;9816740585
1.4038829361;6.00172757748;5002;6793;48623;68261;48623;1793;114301;291822;145953;         ;68261;291822;9813725959
1.4042531312;6.00172757748;5002;6794;48623;68279;48623;1794;114361;291822;145953;         ;68279;291822;9810808579
1.4042942640;6.00172757748;5002;6795;48623;68281;48623;1795;114414;291822;145953;         ;68281;291822;9808231560
1.4049112560;6.00172757748;5002;6796;48623;68311;48623;1796;114487;291822;145953;         ;68311;291822;9804682081
1.4052814512;6.00172757748;5002;6797;48623;68329;48623;1797;114554;291822;145953;         ;68329;291822;9801424340
1.4057339119;6.00172757748;5002;6798;48623;68351;48623;1798;114638;291822;145953;         ;68351;291822;9797340008
1.4061452399;6.00172757748;5002;6799;48623;68371;48623;1799;114709;291822;145953;         ;68371;291822;9793887775
1.4065154351;6.00172757748;5002;6800;48623;68389;48623;1800;114790;291822;145953;         ;68389;291822;9789949312
1.4067210991;6.00172757748;5002;6801;48623;68399;48623;1801;114872;291822;145953;         ;68399;291822;9785962226
1.4075026222;6.00172757748;5002;6802;48623;68437;48623;1802;114961;291822;145953;         ;68437;291822;9781634779
1.4076260206;6.00172757748;5002;6803;48623;68443;48623;1803;115040;291822;145953;         ;68443;291822;9777793562
1.4077082862;6.00172757748;5002;6804;48623;68447;48623;1804;115116;291822;145953;         ;68447;291822;9774098214
1.4077494190;6.00172757748;5002;6805;48623;68449;48623;1805;115161;291822;145953;         ;68449;291822;9771910179
1.4082430126;6.00172757748;5002;6806;48623;68473;48623;1806;115230;291822;145953;         ;68473;291822;9768555192
1.4083252782;6.00172757748;5002;6807;48623;68477;48623;1807;115294;291822;145953;         ;68477;291822;9765443320
1.4084486766;6.00172757748;5002;6808;48623;68483;48623;1808;115345;291822;145953;         ;68483;291822;9762963547
1.4085720749;6.00172757748;5002;6809;48623;68489;48623;1809;115378;291822;145953;         ;68489;291822;9761358988
1.4086132077;6.00172757748;5002;6810;48623;68491;48623;1810;115409;291822;145953;         ;68491;291822;9759851675
1.4088188717;6.00172757748;5002;6811;48623;68501;48623;1811;115447;291822;145953;         ;68501;291822;9758004001
1.4089422701;6.00172757748;5002;6812;48623;68507;48623;1812;115477;291822;145953;         ;68507;291822;9756545311
1.4092301997;6.00172757748;5002;6813;48623;68521;48623;1813;115528;291822;145953;         ;68521;291822;9754065538
1.4094358637;6.00172757748;5002;6814;48623;68531;48623;1814;115564;291822;145953;         ;68531;291822;9752315110
1.4096003949;6.00172757748;5002;6815;48623;68539;48623;1815;115613;291822;145953;         ;68539;291822;9749932583
1.4096826605;6.00172757748;5002;6816;48623;68543;48623;1816;115655;291822;145953;         ;68543;291822;9747890417
1.4101762540;6.00172757748;5002;6817;48623;68567;48623;1817;115712;291822;145953;         ;68567;291822;9745118906
1.4104641836;6.00172757748;5002;6818;48623;68581;48623;1818;115769;291822;145953;         ;68581;291822;9742347395
1.4107932460;6.00172757748;5002;6819;48623;68597;48623;1819;115836;291822;145953;         ;68597;291822;9739089654
1.4110811756;6.00172757748;5002;6820;48623;68611;48623;1820;115891;291822;145953;         ;68611;291822;9736415389
1.4115336363;6.00172757748;5002;6821;48623;68633;48623;1821;115958;291822;145953;         ;68633;291822;9733157648
1.4116570347;6.00172757748;5002;6822;48623;68639;48623;1822;116028;291822;145953;         ;68639;291822;9729754038
1.4120683627;6.00172757748;5002;6823;48623;68659;48623;1823;116103;291822;145953;         ;68659;291822;9726107313
1.4122740267;6.00172757748;5002;6824;48623;68669;48623;1824;116152;291822;145953;         ;68669;291822;9723724786
1.4125619563;6.00172757748;5002;6825;48623;68683;48623;1825;116218;291822;145953;         ;68683;291822;9720515668
1.4126442219;6.00172757748;5002;6826;48623;68687;48623;1826;116273;291822;145953;         ;68687;291822;9717841403
1.4128910187;6.00172757748;5002;6827;48623;68699;48623;1827;116325;291822;145953;         ;68699;291822;9715313007
1.4131378154;6.00172757748;5002;6828;48623;68711;48623;1828;116357;291822;145953;         ;68711;291822;9713757071
1.4131789482;6.00172757748;5002;6829;48623;68713;48623;1829;116406;291822;145953;         ;68713;291822;9711374544
1.4135080106;6.00172757748;5002;6830;48623;68729;48623;1830;116455;291822;145953;         ;68729;291822;9708992017
1.4136725418;6.00172757748;5002;6831;48623;68737;48623;1831;116508;291822;145953;         ;68737;291822;9706414998
1.4137959402;6.00172757748;5002;6832;48623;68743;48623;1832;116554;291822;145953;         ;68743;291822;9704178340
1.4139193386;6.00172757748;5002;6833;48623;68749;48623;1833;116587;291822;145953;         ;68749;291822;9702573781
1.4142895338;6.00172757748;5002;6834;48623;68767;48623;1834;116630;291822;145953;         ;68767;291822;9700482992
1.4143717994;6.00172757748;5002;6835;48623;68771;48623;1835;116689;291822;145953;         ;68771;291822;9697614235
1.4144951977;6.00172757748;5002;6836;48623;68777;48623;1836;116727;291822;145953;         ;68777;291822;9695766561
1.4147831273;6.00172757748;5002;6837;48623;68791;48623;1837;116768;291822;145953;         ;68791;291822;9693773018
1.4152355881;6.00172757748;5002;6838;48623;68813;48623;1838;116834;291822;145953;         ;68813;291822;9690563900
1.4153589865;6.00172757748;5002;6839;48623;68819;48623;1839;116877;291822;145953;         ;68819;291822;9688473111
1.4154001193;6.00172757748;5002;6840;48623;68821;48623;1840;116926;291822;145953;         ;68821;291822;9686090584
1.4162639080;6.00172757748;5002;6841;48623;68863;48623;1841;117003;291822;145953;         ;68863;291822;9682346613
1.4165929704;6.00172757748;5002;6842;48623;68879;48623;1842;117091;291822;145953;         ;68879;291822;9678067789
1.4166341032;6.00172757748;5002;6843;48623;68881;48623;1843;117150;291822;145953;         ;68881;291822;9675199032
1.4168397672;6.00172757748;5002;6844;48623;68891;48623;1844;117212;291822;145953;         ;68891;291822;9672184406
1.4169631656;6.00172757748;5002;6845;48623;68897;48623;1845;117255;291822;145953;         ;68897;291822;9670093617
1.4170042984;6.00172757748;5002;6846;48623;68899;48623;1846;117288;291822;145953;         ;68899;291822;9668489058
1.4170865640;6.00172757748;5002;6847;48623;68903;48623;1847;117316;291822;145953;         ;68903;291822;9667127614
1.4172099624;6.00172757748;5002;6848;48623;68909;48623;1848;117339;291822;145953;         ;68909;291822;9666009285
1.4173744936;6.00172757748;5002;6849;48623;68917;48623;1849;117376;291822;145953;         ;68917;291822;9664210234
1.4175801575;6.00172757748;5002;6850;48623;68927;48623;1850;117410;291822;145953;         ;68927;291822;9662557052
1.4179914855;6.00172757748;5002;6851;48623;68947;48623;1851;117470;291822;145953;         ;68947;291822;9659639672
1.4183205479;6.00172757748;5002;6852;48623;68963;48623;1852;117535;291822;145953;         ;68963;291822;9656479177
1.4189375398;6.00172757748;5002;6853;48623;68993;48623;1853;117599;291822;145953;         ;68993;291822;9653367305
1.4191020710;6.00172757748;5002;6854;48623;69001;48623;1854;117668;291822;145953;         ;69001;291822;9650012318
1.4193077350;6.00172757748;5002;6855;48623;69011;48623;1855;117730;291822;145953;         ;69011;291822;9646997692
1.4194722662;6.00172757748;5002;6856;48623;69019;48623;1856;117783;291822;145953;         ;69019;291822;9644420673
1.4196779302;6.00172757748;5002;6857;48623;69029;48623;1857;117811;291822;145953;         ;69029;291822;9643059229
1.4197190630;6.00172757748;5002;6858;48623;69031;48623;1858;117877;291822;145953;         ;69031;291822;9639850111
1.4203360550;6.00172757748;5002;6859;48623;69061;48623;1859;117946;291822;145953;         ;69061;291822;9636495124
1.4204594533;6.00172757748;5002;6860;48623;69067;48623;1860;118004;291822;145953;         ;69067;291822;9633674990
1.4205828517;6.00172757748;5002;6861;48623;69073;48623;1861;118038;291822;145953;         ;69073;291822;9632021808
1.4213232421;6.00172757748;5002;6862;48623;69109;48623;1862;118109;291822;145953;         ;69109;291822;9628569575
1.4215289061;6.00172757748;5002;6863;48623;69119;48623;1863;118202;291822;145953;         ;69119;291822;9624047636
1.4216934373;6.00172757748;5002;6864;48623;69127;48623;1864;118262;291822;145953;         ;69127;291822;9621130256
1.4220224996;6.00172757748;5002;6865;48623;69143;48623;1865;118337;291822;145953;         ;69143;291822;9617483531
1.4221458980;6.00172757748;5002;6866;48623;69149;48623;1866;118391;291822;145953;         ;69149;291822;9614857889
1.4221870308;6.00172757748;5002;6867;48623;69151;48623;1867;118429;291822;145953;         ;69151;291822;9613010215
1.4224338276;6.00172757748;5002;6868;48623;69163;48623;1868;118475;291822;145953;         ;69163;291822;9610773557
1.4230096868;6.00172757748;5002;6869;48623;69191;48623;1869;118545;291822;145953;         ;69191;291822;9607369947
1.4230508196;6.00172757748;5002;6870;48623;69193;48623;1870;118594;291822;145953;         ;69193;291822;9604987420
1.4231330852;6.00172757748;5002;6871;48623;69197;48623;1871;118637;291822;145953;         ;69197;291822;9602896631
1.4232564836;6.00172757748;5002;6872;48623;69203;48623;1872;118675;291822;145953;         ;69203;291822;9601048957
1.4236266787;6.00172757748;5002;6873;48623;69221;48623;1873;118724;291822;145953;         ;69221;291822;9598666430
1.4238734755;6.00172757748;5002;6874;48623;69233;48623;1874;118763;291822;145953;         ;69233;291822;9596770133
1.4239968739;6.00172757748;5002;6875;48623;69239;48623;1875;118796;291822;145953;         ;69239;291822;9595165574
1.4241614051;6.00172757748;5002;6876;48623;69247;48623;1876;118866;291822;145953;         ;69247;291822;9591761964
1.4243670691;6.00172757748;5002;6877;48623;69257;48623;1877;118904;291822;145953;         ;69257;291822;9589914290
1.4244082019;6.00172757748;5002;6878;48623;69259;48623;1878;118946;291822;145953;         ;69259;291822;9587872124
1.4244904675;6.00172757748;5002;6879;48623;69263;48623;1879;118971;291822;145953;         ;69263;291822;9586656549
1.4255187874;6.00172757748;5002;6880;48623;69313;48623;1880;119062;291822;145953;         ;69313;291822;9582231856
1.4256010530;6.00172757748;5002;6881;48623;69317;48623;1881;119122;291822;145953;         ;69317;291822;9579314476
1.4260123810;6.00172757748;5002;6882;48623;69337;48623;1882;119200;291822;145953;         ;69337;291822;9575521882
1.4260946466;6.00172757748;5002;6883;48623;69341;48623;1883;119249;291822;145953;         ;69341;291822;9573139355
1.4267116385;6.00172757748;5002;6884;48623;69371;48623;1884;119319;291822;145953;         ;69371;291822;9569735745
1.4268761697;6.00172757748;5002;6885;48623;69379;48623;1885;119395;291822;145953;         ;69379;291822;9566040397
1.4269584353;6.00172757748;5002;6886;48623;69383;48623;1886;119430;291822;145953;         ;69383;291822;9564338592
1.4270818337;6.00172757748;5002;6887;48623;69389;48623;1887;119498;291822;145953;         ;69389;291822;9561032228
1.4273286305;6.00172757748;5002;6888;48623;69401;48623;1888;119538;291822;145953;         ;69401;291822;9559087308
1.4273697633;6.00172757748;5002;6889;48623;69403;48623;1889;119589;291822;145953;         ;69403;291822;9556607535
1.4278633568;6.00172757748;5002;6890;48623;69427;48623;1890;119648;291822;145953;         ;69427;291822;9553738778
1.4279456224;6.00172757748;5002;6891;48623;69431;48623;1891;119697;291822;145953;         ;69431;291822;9551356251
1.4281101536;6.00172757748;5002;6892;48623;69439;48623;1892;119740;291822;145953;         ;69439;291822;9549265462
1.4284803488;6.00172757748;5002;6893;48623;69457;48623;1893;119796;291822;145953;         ;69457;291822;9546542574
1.4286037472;6.00172757748;5002;6894;48623;69463;48623;1894;119843;291822;145953;         ;69463;291822;9544257293
1.4286860128;6.00172757748;5002;6895;48623;69467;48623;1895;119889;291822;145953;         ;69467;291822;9542020635
1.4288094112;6.00172757748;5002;6896;48623;69473;48623;1896;119927;291822;145953;         ;69473;291822;9540172961
1.4289739424;6.00172757748;5002;6897;48623;69481;48623;1897;119962;291822;145953;         ;69481;291822;9538471156
1.4291796064;6.00172757748;5002;6898;48623;69491;48623;1898;119995;291822;145953;         ;69491;291822;9536866597
1.4292207392;6.00172757748;5002;6899;48623;69493;48623;1899;120032;291822;145953;         ;69493;291822;9535067546
1.4293030048;6.00172757748;5002;6900;48623;69497;48623;1900;120056;291822;145953;         ;69497;291822;9533900594
1.4293441375;6.00172757748;5002;6901;48623;69499;48623;1901;120073;291822;145953;         ;69499;291822;9533074003
1.4301667935;6.00172757748;5002;6902;48623;69539;48623;1902;120160;291822;145953;         ;69539;291822;9528843802
1.4305369887;6.00172757748;5002;6903;48623;69557;48623;1903;120222;291822;145953;         ;69557;291822;9525829176
1.4312773790;6.00172757748;5002;6904;48623;69593;48623;1904;120307;291822;145953;         ;69593;291822;9521696221
1.4318943710;6.00172757748;5002;6905;48623;69623;48623;1905;120396;291822;145953;         ;69623;291822;9517368774
1.4325113629;6.00172757748;5002;6906;48623;69653;48623;1906;120476;291822;145953;         ;69653;291822;9513478934
1.4326758941;6.00172757748;5002;6907;48623;69661;48623;1907;120607;291822;145953;         ;69661;291822;9507109321
1.4330049565;6.00172757748;5002;6908;48623;69677;48623;1908;120682;291822;145953;         ;69677;291822;9503462596
1.4332928861;6.00172757748;5002;6909;48623;69691;48623;1909;120763;291822;145953;         ;69691;291822;9499524133
1.4334162845;6.00172757748;5002;6910;48623;69697;48623;1910;120850;291822;145953;         ;69697;291822;9495293932
1.4336630813;6.00172757748;5002;6911;48623;69709;48623;1911;120914;291822;145953;         ;69709;291822;9492182060
1.4342389404;6.00172757748;5002;6912;48623;69737;48623;1912;120992;291822;145953;         ;69737;291822;9488389466
1.4342800732;6.00172757748;5002;6913;48623;69739;48623;1913;121056;291822;145953;         ;69739;291822;9485277594
1.4347325340;6.00172757748;5002;6914;48623;69761;48623;1914;121127;291822;145953;         ;69761;291822;9481825361
1.4347736668;6.00172757748;5002;6915;48623;69763;48623;1915;121175;291822;145953;         ;69763;291822;9479491457
1.4348559324;6.00172757748;5002;6916;48623;69767;48623;1916;121223;291822;145953;         ;69767;291822;9477157553
1.4351027292;6.00172757748;5002;6917;48623;69779;48623;1917;121273;291822;145953;         ;69779;291822;9474726403
1.4357197211;6.00172757748;5002;6918;48623;69809;48623;1918;121340;291822;145953;         ;69809;291822;9471468662
1.4359665179;6.00172757748;5002;6919;48623;69821;48623;1919;121394;291822;145953;         ;69821;291822;9468843020
1.4360899163;6.00172757748;5002;6920;48623;69827;48623;1920;121440;291822;145953;         ;69827;291822;9466606362
1.4361310491;6.00172757748;5002;6921;48623;69829;48623;1921;121516;291822;145953;         ;69829;291822;9462911014
1.4362133147;6.00172757748;5002;6922;48623;69833;48623;1922;121538;291822;145953;         ;69833;291822;9461841308
1.4365012443;6.00172757748;5002;6923;48623;69847;48623;1923;121599;291822;145953;         ;69847;291822;9458875305
1.4367069083;6.00172757748;5002;6924;48623;69857;48623;1924;121642;291822;145953;         ;69857;291822;9456784516
1.4367480411;6.00172757748;5002;6925;48623;69859;48623;1925;121675;291822;145953;         ;69859;291822;9455179957
1.4371182362;6.00172757748;5002;6926;48623;69877;48623;1926;121726;291822;145953;         ;69877;291822;9452700184
1.4375706970;6.00172757748;5002;6927;48623;69899;48623;1927;121797;291822;145953;         ;69899;291822;9449247951
1.4378174938;6.00172757748;5002;6928;48623;69911;48623;1928;121859;291822;145953;         ;69911;291822;9446233325
1.4381876890;6.00172757748;5002;6929;48623;69929;48623;1929;121907;291822;145953;         ;69929;291822;9443899421
1.4382288218;6.00172757748;5002;6930;48623;69931;48623;1930;121973;291822;145953;         ;69931;291822;9440690303
1.4384344857;6.00172757748;5002;6931;48623;69941;48623;1931;122015;291822;145953;         ;69941;291822;9438648137
1.4388046809;6.00172757748;5002;6932;48623;69959;48623;1932;122068;291822;145953;         ;69959;291822;9436071118
1.4394628057;6.00172757748;5002;6933;48623;69991;48623;1933;122154;291822;145953;         ;69991;291822;9431889540
1.4395862041;6.00172757748;5002;6934;48623;69997;48623;1934;122231;291822;145953;         ;69997;291822;9428145569
1.4396684697;6.00172757748;5002;6935;48623;70001;48623;1935;122288;291822;145953;         ;70001;291822;9425374058
1.4397096025;6.00172757748;5002;6936;48623;70003;48623;1936;122326;291822;145953;         ;70003;291822;9423526384
1.4398330008;6.00172757748;5002;6937;48623;70009;48623;1937;122358;291822;145953;         ;70009;291822;9421970448
1.4400386648;6.00172757748;5002;6938;48623;70019;48623;1938;122400;291822;145953;         ;70019;291822;9419928282
1.4404499928;6.00172757748;5002;6939;48623;70039;48623;1939;122460;291822;145953;         ;70039;291822;9417010902
1.4406967896;6.00172757748;5002;6940;48623;70051;48623;1940;122512;291822;145953;         ;70051;291822;9414482506
1.4409024536;6.00172757748;5002;6941;48623;70061;48623;1941;122558;291822;145953;         ;70061;291822;9412245848
1.4410258520;6.00172757748;5002;6942;48623;70067;48623;1942;122609;291822;145953;         ;70067;291822;9409766075
1.4412726487;6.00172757748;5002;6943;48623;70079;48623;1943;122653;291822;145953;         ;70079;291822;9407626663
1.4416839767;6.00172757748;5002;6944;48623;70099;48623;1944;122715;291822;145953;         ;70099;291822;9404612037
1.4419307735;6.00172757748;5002;6945;48623;70111;48623;1945;122764;291822;145953;         ;70111;291822;9402229510
1.4420541719;6.00172757748;5002;6946;48623;70117;48623;1946;122819;291822;145953;         ;70117;291822;9399555245
1.4421364375;6.00172757748;5002;6947;48623;70121;48623;1947;122872;291822;145953;         ;70121;291822;9396978226
1.4421775703;6.00172757748;5002;6948;48623;70123;48623;1948;122898;291822;145953;         ;70123;291822;9395714028
1.4425066327;6.00172757748;5002;6949;48623;70139;48623;1949;122942;291822;145953;         ;70139;291822;9393574616
1.4425477655;6.00172757748;5002;6950;48623;70141;48623;1950;122978;291822;145953;         ;70141;291822;9391824188
1.4428768278;6.00172757748;5002;6951;48623;70157;48623;1951;123023;291822;145953;         ;70157;291822;9389636153
1.4430002262;6.00172757748;5002;6952;48623;70163;48623;1952;123069;291822;145953;         ;70163;291822;9387399495
1.4432881558;6.00172757748;5002;6953;48623;70177;48623;1953;123122;291822;145953;         ;70177;291822;9384822476
1.4433704214;6.00172757748;5002;6954;48623;70181;48623;1954;123159;291822;145953;         ;70181;291822;9383023425
1.4434115542;6.00172757748;5002;6955;48623;70183;48623;1955;123190;291822;145953;         ;70183;291822;9381516112
1.4437406166;6.00172757748;5002;6956;48623;70199;48623;1956;123230;291822;145953;         ;70199;291822;9379571192
1.4437817494;6.00172757748;5002;6957;48623;70201;48623;1957;123256;291822;145953;         ;70201;291822;9378306994
1.4439051478;6.00172757748;5002;6958;48623;70207;48623;1958;123298;291822;145953;         ;70207;291822;9376264828
1.4442342101;6.00172757748;5002;6959;48623;70223;48623;1959;123339;291822;145953;         ;70223;291822;9374271285
1.4443576085;6.00172757748;5002;6960;48623;70229;48623;1960;123384;291822;145953;         ;70229;291822;9372083250
1.4445221397;6.00172757748;5002;6961;48623;70237;48623;1961;123420;291822;145953;         ;70237;291822;9370332822
1.4446044053;6.00172757748;5002;6962;48623;70241;48623;1962;123457;291822;145953;         ;70241;291822;9368533771
1.4447689365;6.00172757748;5002;6963;48623;70249;48623;1963;123488;291822;145953;         ;70249;291822;9367026458
1.4452213973;6.00172757748;5002;6964;48623;70271;48623;1964;123547;291822;145953;         ;70271;291822;9364157701
1.4455915925;6.00172757748;5002;6965;48623;70289;48623;1965;123608;291822;145953;         ;70289;291822;9361191698
1.4457561236;6.00172757748;5002;6966;48623;70297;48623;1966;123651;291822;145953;         ;70297;291822;9359100909
1.4460029204;6.00172757748;5002;6967;48623;70309;48623;1967;123712;291822;145953;         ;70309;291822;9356134906
1.4460851860;6.00172757748;5002;6968;48623;70313;48623;1968;123757;291822;145953;         ;70313;291822;9353946871
1.4462497172;6.00172757748;5002;6969;48623;70321;48623;1969;123792;291822;145953;         ;70321;291822;9352245066
1.4463731156;6.00172757748;5002;6970;48623;70327;48623;1970;123839;291822;145953;         ;70327;291822;9349959785
1.4468667092;6.00172757748;5002;6971;48623;70351;48623;1971;123887;291822;145953;         ;70351;291822;9347625881
1.4473191699;6.00172757748;5002;6972;48623;70373;48623;1972;123973;291822;145953;         ;70373;291822;9343444303
1.4474425683;6.00172757748;5002;6973;48623;70379;48623;1973;124028;291822;145953;         ;70379;291822;9340770038
1.4474837011;6.00172757748;5002;6974;48623;70381;48623;1974;124073;291822;145953;         ;70381;291822;9338582003
1.4477304979;6.00172757748;5002;6975;48623;70393;48623;1975;124118;291822;145953;         ;70393;291822;9336393968
1.4483474899;6.00172757748;5002;6976;48623;70423;48623;1976;124181;291822;145953;         ;70423;291822;9333330719
1.4484708883;6.00172757748;5002;6977;48623;70429;48623;1977;124235;291822;145953;         ;70429;291822;9330705077
1.4486765522;6.00172757748;5002;6978;48623;70439;48623;1978;124305;291822;145953;         ;70439;291822;9327301467
1.4489233490;6.00172757748;5002;6979;48623;70451;48623;1979;124361;291822;145953;         ;70451;291822;9324578579
1.4490467474;6.00172757748;5002;6980;48623;70457;48623;1980;124404;291822;145953;         ;70457;291822;9322487790
1.4490878802;6.00172757748;5002;6981;48623;70459;48623;1981;124449;291822;145953;         ;70459;291822;9320299755
1.4495403410;6.00172757748;5002;6982;48623;70481;48623;1982;124499;291822;145953;         ;70481;291822;9317868605
1.4496637394;6.00172757748;5002;6983;48623;70487;48623;1983;124538;291822;145953;         ;70487;291822;9315972308
