verh;f_p;begin_slice;end_slice; p_n;   p_n+k;    m(S);    e(S);  #(S<F);    f(S);f(S)-3m(S);   stable;    u(S); fne(S);   sum(A)
1.9613968698;4.00172757748;5002;9192;48623;95369;48623;4192;75178;194576;48707;         ;95369;194576;6987611330
1.9616847994;4.00172757748;5002;9193;48623;95383;48623;4193;75191;194576;48707;         ;95383;194576;6986979231
1.9618904634;4.00172757748;5002;9194;48623;95393;48623;4194;75202;194576;48707;         ;95393;194576;6986444378
1.9620549945;4.00172757748;5002;9195;48623;95401;48623;4195;75219;194576;48707;         ;95401;194576;6985617787
1.9623017913;4.00172757748;5002;9196;48623;95413;48623;4196;75230;194576;48707;         ;95413;194576;6985082934
1.9624251897;4.00172757748;5002;9197;48623;95419;48623;4197;75244;194576;48707;         ;95419;194576;6984402212
1.9626308537;4.00172757748;5002;9198;48623;95429;48623;4198;75256;194576;48707;         ;95429;194576;6983818736
1.9628776505;4.00172757748;5002;9199;48623;95441;48623;4199;75266;194576;48707;         ;95441;194576;6983332506
1.9629187833;4.00172757748;5002;9200;48623;95443;48623;4200;75277;194576;48707;         ;95443;194576;6982797653
1.9632889785;4.00172757748;5002;9201;48623;95461;48623;4201;75290;194576;48707;         ;95461;194576;6982165554
1.9634123769;4.00172757748;5002;9202;48623;95467;48623;4202;75300;194576;48707;         ;95467;194576;6981679324
1.9634946425;4.00172757748;5002;9203;48623;95471;48623;4203;75313;194576;48707;         ;95471;194576;6981047225
1.9636591736;4.00172757748;5002;9204;48623;95479;48623;4204;75324;194576;48707;         ;95479;194576;6980512372
1.9637414392;4.00172757748;5002;9205;48623;95483;48623;4205;75335;194576;48707;         ;95483;194576;6979977519
1.9642350328;4.00172757748;5002;9206;48623;95507;48623;4206;75348;194576;48707;         ;95507;194576;6979345420
1.9646463608;4.00172757748;5002;9207;48623;95527;48623;4207;75358;194576;48707;         ;95527;194576;6978859190
1.9647286264;4.00172757748;5002;9208;48623;95531;48623;4208;75369;194576;48707;         ;95531;194576;6978324337
1.9648931576;4.00172757748;5002;9209;48623;95539;48623;4209;75382;194576;48707;         ;95539;194576;6977692238
1.9650988215;4.00172757748;5002;9210;48623;95549;48623;4210;75396;194576;48707;         ;95549;194576;6977011516
1.9653456183;4.00172757748;5002;9211;48623;95561;48623;4211;75406;194576;48707;         ;95561;194576;6976525286
1.9655101495;4.00172757748;5002;9212;48623;95569;48623;4212;75418;194576;48707;         ;95569;194576;6975941810
1.9657569463;4.00172757748;5002;9213;48623;95581;48623;4213;75429;194576;48707;         ;95581;194576;6975406957
1.9660860087;4.00172757748;5002;9214;48623;95597;48623;4214;75440;194576;48707;         ;95597;194576;6974872104
1.9662094071;4.00172757748;5002;9215;48623;95603;48623;4215;75452;194576;48707;         ;95603;194576;6974288628
1.9664973367;4.00172757748;5002;9216;48623;95617;48623;4216;75462;194576;48707;         ;95617;194576;6973802398
1.9665796022;4.00172757748;5002;9217;48623;95621;48623;4217;75474;194576;48707;         ;95621;194576;6973218922
1.9667441334;4.00172757748;5002;9218;48623;95629;48623;4218;75485;194576;48707;         ;95629;194576;6972684069
1.9668263990;4.00172757748;5002;9219;48623;95633;48623;4219;75495;194576;48707;         ;95633;194576;6972197839
1.9671965942;4.00172757748;5002;9220;48623;95651;48623;4220;75503;194576;48707;         ;95651;194576;6971808855
1.9682249141;4.00172757748;5002;9221;48623;95701;48623;4221;75520;194576;48707;         ;95701;194576;6970982264
1.9683483125;4.00172757748;5002;9222;48623;95707;48623;4222;75534;194576;48707;         ;95707;194576;6970301542
1.9684717109;4.00172757748;5002;9223;48623;95713;48623;4223;75550;194576;48707;         ;95713;194576;6969523574
1.9685539765;4.00172757748;5002;9224;48623;95717;48623;4224;75564;194576;48707;         ;95717;194576;6968842852
1.9686773749;4.00172757748;5002;9225;48623;95723;48623;4225;75573;194576;48707;         ;95723;194576;6968405245
1.9688419061;4.00172757748;5002;9226;48623;95731;48623;4226;75585;194576;48707;         ;95731;194576;6967821769
1.9689653045;4.00172757748;5002;9227;48623;95737;48623;4227;75599;194576;48707;         ;95737;194576;6967141047
1.9691709685;4.00172757748;5002;9228;48623;95747;48623;4228;75612;194576;48707;         ;95747;194576;6966508948
1.9697056948;4.00172757748;5002;9229;48623;95773;48623;4229;75624;194576;48707;         ;95773;194576;6965925472
1.9699113588;4.00172757748;5002;9230;48623;95783;48623;4230;75638;194576;48707;         ;95783;194576;6965244750
1.9700347572;4.00172757748;5002;9231;48623;95789;48623;4231;75650;194576;48707;         ;95789;194576;6964661274
1.9700758900;4.00172757748;5002;9232;48623;95791;48623;4232;75663;194576;48707;         ;95791;194576;6964029175
1.9702815540;4.00172757748;5002;9233;48623;95801;48623;4233;75674;194576;48707;         ;95801;194576;6963494322
1.9703226868;4.00172757748;5002;9234;48623;95803;48623;4234;75686;194576;48707;         ;95803;194576;6962910846
1.9705283508;4.00172757748;5002;9235;48623;95813;48623;4235;75693;194576;48707;         ;95813;194576;6962570485
1.9706517492;4.00172757748;5002;9236;48623;95819;48623;4236;75701;194576;48707;         ;95819;194576;6962181501
1.9714332723;4.00172757748;5002;9237;48623;95857;48623;4237;75715;194576;48707;         ;95857;194576;6961500779
1.9716800691;4.00172757748;5002;9238;48623;95869;48623;4238;75726;194576;48707;         ;95869;194576;6960965926
1.9717623347;4.00172757748;5002;9239;48623;95873;48623;4239;75737;194576;48707;         ;95873;194576;6960431073
1.9719268659;4.00172757748;5002;9240;48623;95881;48623;4240;75749;194576;48707;         ;95881;194576;6959847597
1.9721325299;4.00172757748;5002;9241;48623;95891;48623;4241;75759;194576;48707;         ;95891;194576;6959361367
1.9725438578;4.00172757748;5002;9242;48623;95911;48623;4242;75772;194576;48707;         ;95911;194576;6958729268
1.9726672562;4.00172757748;5002;9243;48623;95917;48623;4243;75788;194576;48707;         ;95917;194576;6957951300
1.9727906546;4.00172757748;5002;9244;48623;95923;48623;4244;75797;194576;48707;         ;95923;194576;6957513693
1.9729140530;4.00172757748;5002;9245;48623;95929;48623;4245;75804;194576;48707;         ;95929;194576;6957173332
1.9732842482;4.00172757748;5002;9246;48623;95947;48623;4246;75813;194576;48707;         ;95947;194576;6956735725
1.9734899122;4.00172757748;5002;9247;48623;95957;48623;4247;75829;194576;48707;         ;95957;194576;6955957757
1.9735310450;4.00172757748;5002;9248;48623;95959;48623;4248;75838;194576;48707;         ;95959;194576;6955520150
1.9737778418;4.00172757748;5002;9249;48623;95971;48623;4249;75846;194576;48707;         ;95971;194576;6955131166
1.9741069041;4.00172757748;5002;9250;48623;95987;48623;4250;75862;194576;48707;         ;95987;194576;6954353198
1.9741480369;4.00172757748;5002;9251;48623;95989;48623;4251;75869;194576;48707;         ;95989;194576;6954012837
1.9743948337;4.00172757748;5002;9252;48623;96001;48623;4252;75876;194576;48707;         ;96001;194576;6953672476
1.9746416305;4.00172757748;5002;9253;48623;96013;48623;4253;75882;194576;48707;         ;96013;194576;6953380738
1.9747238961;4.00172757748;5002;9254;48623;96017;48623;4254;75896;194576;48707;         ;96017;194576;6952700016
1.9752586225;4.00172757748;5002;9255;48623;96043;48623;4255;75905;194576;48707;         ;96043;194576;6952262409
1.9754642864;4.00172757748;5002;9256;48623;96053;48623;4256;75924;194576;48707;         ;96053;194576;6951338572
1.9755876848;4.00172757748;5002;9257;48623;96059;48623;4257;75935;194576;48707;         ;96059;194576;6950803719
1.9759990128;4.00172757748;5002;9258;48623;96079;48623;4258;75949;194576;48707;         ;96079;194576;6950122997
1.9763692080;4.00172757748;5002;9259;48623;96097;48623;4259;75960;194576;48707;         ;96097;194576;6949588144
1.9771918639;4.00172757748;5002;9260;48623;96137;48623;4260;75980;194576;48707;         ;96137;194576;6948615684
1.9774386607;4.00172757748;5002;9261;48623;96149;48623;4261;75998;194576;48707;         ;96149;194576;6947740470
1.9776031919;4.00172757748;5002;9262;48623;96157;48623;4262;76014;194576;48707;         ;96157;194576;6946962502
1.9778088559;4.00172757748;5002;9263;48623;96167;48623;4263;76030;194576;48707;         ;96167;194576;6946184534
1.9780556527;4.00172757748;5002;9264;48623;96179;48623;4264;76045;194576;48707;         ;96179;194576;6945455189
1.9780967855;4.00172757748;5002;9265;48623;96181;48623;4265;76060;194576;48707;         ;96181;194576;6944725844
1.9784669806;4.00172757748;5002;9266;48623;96199;48623;4266;76072;194576;48707;         ;96199;194576;6944142368
1.9787137774;4.00172757748;5002;9267;48623;96211;48623;4267;76082;194576;48707;         ;96211;194576;6943656138
1.9789194414;4.00172757748;5002;9268;48623;96221;48623;4268;76094;194576;48707;         ;96221;194576;6943072662
1.9789605742;4.00172757748;5002;9269;48623;96223;48623;4269;76104;194576;48707;         ;96223;194576;6942586432
1.9791662382;4.00172757748;5002;9270;48623;96233;48623;4270;76116;194576;48707;         ;96233;194576;6942002956
1.9797009646;4.00172757748;5002;9271;48623;96259;48623;4271;76134;194576;48707;         ;96259;194576;6941127742
1.9797832302;4.00172757748;5002;9272;48623;96263;48623;4272;76147;194576;48707;         ;96263;194576;6940495643
1.9799066286;4.00172757748;5002;9273;48623;96269;48623;4273;76163;194576;48707;         ;96269;194576;6939717675
1.9801534253;4.00172757748;5002;9274;48623;96281;48623;4274;76176;194576;48707;         ;96281;194576;6939085576
1.9803179565;4.00172757748;5002;9275;48623;96289;48623;4275;76188;194576;48707;         ;96289;194576;6938502100
1.9804002221;4.00172757748;5002;9276;48623;96293;48623;4276;76197;194576;48707;         ;96293;194576;6938064493
1.9810172141;4.00172757748;5002;9277;48623;96323;48623;4277;76207;194576;48707;         ;96323;194576;6937578263
1.9811406125;4.00172757748;5002;9278;48623;96329;48623;4278;76220;194576;48707;         ;96329;194576;6936946164
1.9811817453;4.00172757748;5002;9279;48623;96331;48623;4279;76238;194576;48707;         ;96331;194576;6936070950
1.9813051437;4.00172757748;5002;9280;48623;96337;48623;4280;76253;194576;48707;         ;96337;194576;6935341605
1.9816342060;4.00172757748;5002;9281;48623;96353;48623;4281;76264;194576;48707;         ;96353;194576;6934806752
1.9821277996;4.00172757748;5002;9282;48623;96377;48623;4282;76275;194576;48707;         ;96377;194576;6934271899
1.9826213932;4.00172757748;5002;9283;48623;96401;48623;4283;76285;194576;48707;         ;96401;194576;6933785669
1.9829915883;4.00172757748;5002;9284;48623;96419;48623;4284;76297;194576;48707;         ;96419;194576;6933202193
1.9832383851;4.00172757748;5002;9285;48623;96431;48623;4285;76307;194576;48707;         ;96431;194576;6932715963
1.9834851819;4.00172757748;5002;9286;48623;96443;48623;4286;76317;194576;48707;         ;96443;194576;6932229733
1.9836497131;4.00172757748;5002;9287;48623;96451;48623;4287;76337;194576;48707;         ;96451;194576;6931257273
1.9837731115;4.00172757748;5002;9288;48623;96457;48623;4288;76355;194576;48707;         ;96457;194576;6930382059
1.9838553771;4.00172757748;5002;9289;48623;96461;48623;4289;76367;194576;48707;         ;96461;194576;6929798583
1.9840199083;4.00172757748;5002;9290;48623;96469;48623;4290;76381;194576;48707;         ;96469;194576;6929117861
1.9842255723;4.00172757748;5002;9291;48623;96479;48623;4291;76390;194576;48707;         ;96479;194576;6928680254
1.9843901034;4.00172757748;5002;9292;48623;96487;48623;4292;76406;194576;48707;         ;96487;194576;6927902286
1.9845135018;4.00172757748;5002;9293;48623;96493;48623;4293;76419;194576;48707;         ;96493;194576;6927270187
1.9845957674;4.00172757748;5002;9294;48623;96497;48623;4294;76429;194576;48707;         ;96497;194576;6926783957
1.9850070954;4.00172757748;5002;9295;48623;96517;48623;4295;76440;194576;48707;         ;96517;194576;6926249104
1.9852127594;4.00172757748;5002;9296;48623;96527;48623;4296;76449;194576;48707;         ;96527;194576;6925811497
1.9857474858;4.00172757748;5002;9297;48623;96553;48623;4297;76465;194576;48707;         ;96553;194576;6925033529
1.9858297514;4.00172757748;5002;9298;48623;96557;48623;4298;76476;194576;48707;         ;96557;194576;6924498676
1.9863233449;4.00172757748;5002;9299;48623;96581;48623;4299;76489;194576;48707;         ;96581;194576;6923866577
1.9864467433;4.00172757748;5002;9300;48623;96587;48623;4300;76501;194576;48707;         ;96587;194576;6923283101
1.9864878761;4.00172757748;5002;9301;48623;96589;48623;4301;76516;194576;48707;         ;96589;194576;6922553756
1.9867346729;4.00172757748;5002;9302;48623;96601;48623;4302;76532;194576;48707;         ;96601;194576;6921775788
1.9875984616;4.00172757748;5002;9303;48623;96643;48623;4303;76548;194576;48707;         ;96643;194576;6920997820
1.9879686568;4.00172757748;5002;9304;48623;96661;48623;4304;76562;194576;48707;         ;96661;194576;6920317098
1.9880920552;4.00172757748;5002;9305;48623;96667;48623;4305;76574;194576;48707;         ;96667;194576;6919733622
1.9881743208;4.00172757748;5002;9306;48623;96671;48623;4306;76591;194576;48707;         ;96671;194576;6918907031
1.9887090472;4.00172757748;5002;9307;48623;96697;48623;4307;76603;194576;48707;         ;96697;194576;6918323555
1.9888324456;4.00172757748;5002;9308;48623;96703;48623;4308;76612;194576;48707;         ;96703;194576;6917885948
1.9894083047;4.00172757748;5002;9309;48623;96731;48623;4309;76625;194576;48707;         ;96731;194576;6917253849
1.9895317031;4.00172757748;5002;9310;48623;96737;48623;4310;76641;194576;48707;         ;96737;194576;6916475881
1.9895728359;4.00172757748;5002;9311;48623;96739;48623;4311;76655;194576;48707;         ;96739;194576;6915795159
1.9897784999;4.00172757748;5002;9312;48623;96749;48623;4312;76672;194576;48707;         ;96749;194576;6914968568
1.9899430311;4.00172757748;5002;9313;48623;96757;48623;4313;76684;194576;48707;         ;96757;194576;6914385092
1.9900664295;4.00172757748;5002;9314;48623;96763;48623;4314;76695;194576;48707;         ;96763;194576;6913850239
1.9901898279;4.00172757748;5002;9315;48623;96769;48623;4315;76705;194576;48707;         ;96769;194576;6913364009
1.9903954918;4.00172757748;5002;9316;48623;96779;48623;4316;76720;194576;48707;         ;96779;194576;6912634664
1.9905600230;4.00172757748;5002;9317;48623;96787;48623;4317;76733;194576;48707;         ;96787;194576;6912002565
1.9907656870;4.00172757748;5002;9318;48623;96797;48623;4318;76747;194576;48707;         ;96797;194576;6911321843
1.9908068198;4.00172757748;5002;9319;48623;96799;48623;4319;76756;194576;48707;         ;96799;194576;6910884236
1.9912592806;4.00172757748;5002;9320;48623;96821;48623;4320;76771;194576;48707;         ;96821;194576;6910154891
1.9913004134;4.00172757748;5002;9321;48623;96823;48623;4321;76780;194576;48707;         ;96823;194576;6909717284
1.9913826790;4.00172757748;5002;9322;48623;96827;48623;4322;76793;194576;48707;         ;96827;194576;6909085185
1.9917940070;4.00172757748;5002;9323;48623;96847;48623;4323;76801;194576;48707;         ;96847;194576;6908696201
1.9918762725;4.00172757748;5002;9324;48623;96851;48623;4324;76813;194576;48707;         ;96851;194576;6908112725
1.9919996709;4.00172757748;5002;9325;48623;96857;48623;4325;76823;194576;48707;         ;96857;194576;6907626495
1.9927400613;4.00172757748;5002;9326;48623;96893;48623;4326;76837;194576;48707;         ;96893;194576;6906945773
1.9930279909;4.00172757748;5002;9327;48623;96907;48623;4327;76851;194576;48707;         ;96907;194576;6906265051
1.9931102565;4.00172757748;5002;9328;48623;96911;48623;4328;76861;194576;48707;         ;96911;194576;6905778821
1.9935215844;4.00172757748;5002;9329;48623;96931;48623;4329;76874;194576;48707;         ;96931;194576;6905146722
1.9939740452;4.00172757748;5002;9330;48623;96953;48623;4330;76887;194576;48707;         ;96953;194576;6904514623
1.9940974436;4.00172757748;5002;9331;48623;96959;48623;4331;76900;194576;48707;         ;96959;194576;6903882524
1.9943853732;4.00172757748;5002;9332;48623;96973;48623;4332;76917;194576;48707;         ;96973;194576;6903055933
1.9945087716;4.00172757748;5002;9333;48623;96979;48623;4333;76930;194576;48707;         ;96979;194576;6902423834
1.9947144356;4.00172757748;5002;9334;48623;96989;48623;4334;76943;194576;48707;         ;96989;194576;6901791735
1.9948789667;4.00172757748;5002;9335;48623;96997;48623;4335;76957;194576;48707;         ;96997;194576;6901111013
1.9949612323;4.00172757748;5002;9336;48623;97001;48623;4336;76969;194576;48707;         ;97001;194576;6900527537
1.9950023651;4.00172757748;5002;9337;48623;97003;48623;4337;76979;194576;48707;         ;97003;194576;6900041307
1.9950846307;4.00172757748;5002;9338;48623;97007;48623;4338;76988;194576;48707;         ;97007;194576;6899603700
1.9953725603;4.00172757748;5002;9339;48623;97021;48623;4339;76998;194576;48707;         ;97021;194576;6899117470
1.9957427555;4.00172757748;5002;9340;48623;97039;48623;4340;77005;194576;48707;         ;97039;194576;6898777109
1.9964420130;4.00172757748;5002;9341;48623;97073;48623;4341;77020;194576;48707;         ;97073;194576;6898047764
1.9966065442;4.00172757748;5002;9342;48623;97081;48623;4342;77032;194576;48707;         ;97081;194576;6897464288
1.9970590050;4.00172757748;5002;9343;48623;97103;48623;4343;77044;194576;48707;         ;97103;194576;6896880812
1.9973469346;4.00172757748;5002;9344;48623;97117;48623;4344;77062;194576;48707;         ;97117;194576;6896005598
1.9975525986;4.00172757748;5002;9345;48623;97127;48623;4345;77079;194576;48707;         ;97127;194576;6895179007
1.9980461921;4.00172757748;5002;9346;48623;97151;48623;4346;77093;194576;48707;         ;97151;194576;6894498285
1.9981695905;4.00172757748;5002;9347;48623;97157;48623;4347;77109;194576;48707;         ;97157;194576;6893720317
1.9982107233;4.00172757748;5002;9348;48623;97159;48623;4348;77124;194576;48707;         ;97159;194576;6892990972
1.9984163873;4.00172757748;5002;9349;48623;97169;48623;4349;77136;194576;48707;         ;97169;194576;6892407496
1.9984575201;4.00172757748;5002;9350;48623;97171;48623;4350;77151;194576;48707;         ;97171;194576;6891678151
1.9985809185;4.00172757748;5002;9351;48623;97177;48623;4351;77163;194576;48707;         ;97177;194576;6891094675
1.9987865825;4.00172757748;5002;9352;48623;97187;48623;4352;77174;194576;48707;         ;97187;194576;6890559822
1.9993213088;4.00172757748;5002;9353;48623;97213;48623;4353;77185;194576;48707;         ;97213;194576;6890024969
1.9996915040;4.00172757748;5002;9354;48623;97231;48623;4354;77198;194576;48707;         ;97231;194576;6889392870
1.9998971680;4.00172757748;5002;9355;48623;97241;48623;4355;77209;194576;48707;         ;97241;194576;6888858017
2.0002673632;4.00172757748;5002;9356;48623;97259;48623;4356;77224;194576;48707;         ;97259;194576;6888128672
2.0007609567;4.00172757748;5002;9357;48623;97283;48623;4357;77235;194576;48707;         ;97283;194576;6887593819
2.0011311519;4.00172757748;5002;9358;48623;97301;48623;4358;77242;194576;48707;         ;97301;194576;6887253458
2.0011722847;4.00172757748;5002;9359;48623;97303;48623;4359;77256;194576;48707;         ;97303;194576;6886572736
2.0016658783;4.00172757748;5002;9360;48623;97327;48623;4360;77263;194576;48707;         ;97327;194576;6886232375
2.0024885342;4.00172757748;5002;9361;48623;97367;48623;4361;77269;194576;48707;         ;97367;194576;6885940637
2.0025296670;4.00172757748;5002;9362;48623;97369;48623;4362;77273;194576;48707;         ;97369;194576;6885746145
2.0026119326;4.00172757748;5002;9363;48623;97373;48623;4363;77280;194576;48707;         ;97373;194576;6885405784
2.0027353310;4.00172757748;5002;9364;48623;97379;48623;4364;77282;194576;48707;         ;97379;194576;6885308538
2.0027764638;4.00172757748;5002;9365;48623;97381;48623;4365;77287;194576;48707;         ;97381;194576;6885065423
2.0028998622;4.00172757748;5002;9366;48623;97387;48623;4366;77289;194576;48707;         ;97387;194576;6884968177
2.0031055262;4.00172757748;5002;9367;48623;97397;48623;4367;77291;194576;48707;         ;97397;194576;6884870931
2.0036402526;4.00172757748;5002;9368;48623;97423;48623;4368;77296;194576;48707;         ;97423;194576;6884627816
2.0037636509;4.00172757748;5002;9369;48623;97429;48623;4369;77300;194576;48707;         ;97429;194576;6884433324
2.0040104477;4.00172757748;5002;9370;48623;97441;48623;4370;77305;194576;48707;         ;97441;194576;6884190209
2.0042572445;4.00172757748;5002;9371;48623;97453;48623;4371;77307;194576;48707;         ;97453;194576;6884092963
2.0043806429;4.00041132797;5002;9372;48623;97459;48623;4372;77246;194512;48643;         ;97459;194512;6883947094
2.0044629085;4.00041132797;5002;9373;48623;97463;48623;4373;77249;194512;48643;         ;97463;194512;6883801225
2.0052032989;4.00041132797;5002;9374;48623;97499;48623;4374;77250;194512;48643;         ;97499;194512;6883752602
2.0052444316;4.00041132797;5002;9375;48623;97501;48623;4375;77251;194512;48643;         ;97501;194512;6883703979
2.0054500956;3.00287929581;5002;9376;48623;97511;48623;4376;28751;146009;140;         ;97511;97702;6883558110
2.0056968924;3.00287929581;5002;9377;48623;97523;48623;4377;28752;146009;140;         ;97523;97702;6883509487
2.0061904860;3.00287929581;5002;9378;48623;97547;48623;4378;28753;146009;140;         ;97547;97702;6883460864
2.0062316188;3.00287929581;5002;9379;48623;97549;48623;4379;28754;146009;140;         ;97549;97702;6883412241
2.0063138844;3.00287929581;5002;9380;48623;97553;48623;4380;28755;146009;140;         ;97553;97702;6883363618
2.0064784156;3.00287929581;5002;9381;48623;97561;48623;4381;28756;146009;140;         ;97561;97702;6883314995
2.0066840796;3.00287929581;5002;9382;48623;97571;48623;4382;28757;146009;140;         ;97571;97702;6883266372
2.0068074779;3.00287929581;5002;9383;48623;97577;48623;4383;28758;146009;140;         ;97577;97702;6883217749
2.0068486107;3.00287929581;5002;9384;48623;97579;48623;4384;28759;146009;140;         ;97579;97702;6883169126
2.0069308763;3.00287929581;5002;9385;48623;97583;48623;4385;28760;146009;140;         ;97583;97702;6883120503
2.0074244699;3.00287929581;5002;9386;48623;97607;48623;4386;28761;146009;140;         ;97607;97702;6883071880
2.0074656027;3.00287929581;5002;9387;48623;97609;48623;4387;28762;146009;140;         ;97609;97702;6883023257
2.0075478683;3.00287929581;5002;9388;48623;97613;48623;4388;28763;146009;140;         ;97613;97702;6882974634
2.0082882586;3.00287929581;5002;9389;48623;97649;48623;4389;28764;146009;140;         ;97649;97702;6882926011
2.0083293914;3.00287929581;5002;9390;48623;97651;48623;4390;28765;146009;140;         ;97651;97702;6882877388
2.0087818522;3.00287929581;5002;9391;48623;97673;48623;4391;28766;146009;140;         ;97673;97702;6882828765
2.0090697818;3.00287929581;5002;9392;48623;97687;48623;4392;28767;146009;140;         ;97687;97702;6882780142
2.0095633754;3.00287929581;5002;9393;48623;97711;48623;4393;28768;146009;140;         ;97711;97702;6882731519
2.0099335705;3.00287929581;5002;9394;48623;97729;48623;4394;28769;146009;140;         ;97729;97702;6882682896
2.0107973593;3.00287929581;5002;9395;48623;97771;48623;4395;28770;146009;140;         ;97771;97702;6882634273
2.0109207577;3.00287929581;5002;9396;48623;97777;48623;4396;28771;146009;140;         ;97777;97702;6882585650
2.0111264217;3.00287929581;5002;9397;48623;97787;48623;4397;28772;146009;140;         ;97787;97702;6882537027
2.0111675544;3.00287929581;5002;9398;48623;97789;48623;4398;28773;146009;140;         ;97789;97702;6882488404
2.0116611480;3.00287929581;5002;9399;48623;97813;48623;4399;28774;146009;140;         ;97813;97702;6882439781
2.0119902104;3.00287929581;5002;9400;48623;97829;48623;4400;28775;146009;140;         ;97829;97702;6882391158
2.0122370072;3.00287929581;5002;9401;48623;97841;48623;4401;28776;146009;140;         ;97841;97702;6882342535
2.0122781400;3.00287929581;5002;9402;48623;97843;48623;4402;28777;146009;140;         ;97843;97702;6882293912
2.0123604056;3.00287929581;5002;9403;48623;97847;48623;4403;28778;146009;140;         ;97847;97702;6882245289
2.0124015384;3.00287929581;5002;9404;48623;97849;48623;4404;28779;146009;140;         ;97849;97702;6882196666
2.0126072024;3.00287929581;5002;9405;48623;97859;48623;4405;28780;146009;140;         ;97859;97702;6882148043
2.0126483352;3.00287929581;5002;9406;48623;97861;48623;4406;28781;146009;140;         ;97861;97702;6882099420
2.0128539991;3.00287929581;5002;9407;48623;97871;48623;4407;28782;146009;140;         ;97871;97702;6882050797
2.0130185303;3.00287929581;5002;9408;48623;97879;48623;4408;28783;146009;140;         ;97879;97702;6882002174
2.0131007959;3.00287929581;5002;9409;48623;97883;48623;4409;28784;146009;140;         ;97883;97702;6881953551
2.0138411863;3.00287929581;5002;9410;48623;97919;48623;4410;28785;146009;140;         ;97919;97702;6881904928
2.0140057175;3.00287929581;5002;9411;48623;97927;48623;4411;28786;146009;140;         ;97927;97702;6881856305
2.0140879831;3.00287929581;5002;9412;48623;97931;48623;4412;28787;146009;140;         ;97931;97702;6881807682
2.0143347798;3.00287929581;5002;9413;48623;97943;48623;4413;28788;146009;140;         ;97943;97702;6881759059
2.0147049750;3.00287929581;5002;9414;48623;97961;48623;4414;28789;146009;140;         ;97961;97702;6881710436
2.0148283734;3.00287929581;5002;9415;48623;97967;48623;4415;28790;146009;140;         ;97967;97702;6881661813
2.0149517718;3.00287929581;5002;9416;48623;97973;48623;4416;28791;146009;140;         ;97973;97702;6881613190
2.0152397014;3.00287929581;5002;9417;48623;97987;48623;4417;28792;146009;140;         ;97987;97702;6881564567
2.0156921621;3.00287929581;5002;9418;48623;98009;48623;4418;28793;146009;140;         ;98009;97702;6881515944
2.0157332949;3.00287929581;5002;9419;48623;98011;48623;4419;28794;146009;140;         ;98011;97702;6881467321
2.0158566933;3.00287929581;5002;9420;48623;98017;48623;4420;28795;146009;140;         ;98017;97702;6881418698
2.0163502869;3.00287929581;5002;9421;48623;98041;48623;4421;28796;146009;140;         ;98041;97702;6881370075
2.0164736853;3.00287929581;5002;9422;48623;98047;48623;4422;28797;146009;140;         ;98047;97702;6881321452
2.0166793493;3.00287929581;5002;9423;48623;98057;48623;4423;28798;146009;140;         ;98057;97702;6881272829
2.0171729428;3.00287929581;5002;9424;48623;98081;48623;4424;28799;146009;140;         ;98081;97702;6881224206
2.0175842708;3.00287929581;5002;9425;48623;98101;48623;4425;28800;146009;140;         ;98101;97702;6881175583
2.0180367316;3.00287929581;5002;9426;48623;98123;48623;4426;28801;146009;140;         ;98123;97702;6881126960
2.0181601300;3.00287929581;5002;9427;48623;98129;48623;4427;28802;146009;140;         ;98129;97702;6881078337
2.0184480596;3.00287929581;5002;9428;48623;98143;48623;4428;28803;146009;140;         ;98143;97702;6881029714
2.0191884499;3.00287929581;5002;9429;48623;98179;48623;4429;28804;146009;140;         ;98179;97702;6880981091
2.0197643091;3.00287929581;5002;9430;48623;98207;48623;4430;28805;146009;140;         ;98207;97702;6880932468
2.0198877075;3.00287929581;5002;9431;48623;98213;48623;4431;28806;146009;140;         ;98213;97702;6880883845
2.0200522387;3.00287929581;5002;9432;48623;98221;48623;4432;28807;146009;140;         ;98221;97702;6880835222
2.0201756370;3.00287929581;5002;9433;48623;98227;48623;4433;28808;146009;140;         ;98227;97702;6880786599
2.0206692306;3.00287929581;5002;9434;48623;98251;48623;4434;28809;146009;140;         ;98251;97702;6880737976
2.0207926290;3.00287929581;5002;9435;48623;98257;48623;4435;28810;146009;140;         ;98257;97702;6880689353
2.0210394258;3.00287929581;5002;9436;48623;98269;48623;4436;28811;146009;140;         ;98269;97702;6880640730
2.0216152849;3.00287929581;5002;9437;48623;98297;48623;4437;28812;146009;140;         ;98297;97702;6880592107
2.0216564177;3.00287929581;5002;9438;48623;98299;48623;4438;28813;146009;140;         ;98299;97702;6880543484
2.0220266129;3.00287929581;5002;9439;48623;98317;48623;4439;28814;146009;140;         ;98317;97702;6880494861
2.0221088785;3.00287929581;5002;9440;48623;98321;48623;4440;28815;146009;140;         ;98321;97702;6880446238
2.0221500113;3.00287929581;5002;9441;48623;98323;48623;4441;28816;146009;140;         ;98323;97702;6880397615
2.0222322769;3.00287929581;5002;9442;48623;98327;48623;4442;28817;146009;140;         ;98327;97702;6880348992
2.0226436049;3.00287929581;5002;9443;48623;98347;48623;4443;28818;146009;140;         ;98347;97702;6880300369
2.0230960656;3.00287929581;5002;9444;48623;98369;48623;4444;28819;146009;140;         ;98369;97702;6880251746
2.0232605968;3.00287929581;5002;9445;48623;98377;48623;4445;28820;146009;140;         ;98377;97702;6880203123
